id,username,movie_name,text,dataset,manipulation,click_locations,difficulty,split
1157,Vlad Hondru,782_787.mp4,"The motion of the mouth is unnatural, with the teeth smearing and the lips are being altered.",Farceforensics++,Face2Face,"{""47"": {""x"": 0.5, ""y"": 0.396}, ""81"": {""x"": 0.5, ""y"": 0.416}, ""142"": {""x"": 0.5216666666666666, ""y"": 0.416}}",2,train
1158,Vlad Hondru,585_599.mp4,"The mouth suffers some distortions, with the upper lip rarely ghosting.",Farceforensics++,Face2Face,"{""70"": {""x"": 0.495, ""y"": 0.3857566765578635}, ""137"": {""x"": 0.48833333333333334, ""y"": 0.39762611275964393}, ""239"": {""x"": 0.5016666666666667, ""y"": 0.3827893175074184}, ""162"": {""x"": 0.5033333333333333, ""y"": 0.44510385756676557}, ""188"": {""x"": 0.5066666666666667, ""y"": 0.4391691394658754}, ""333"": {""x"": 0.49666666666666665, ""y"": 0.4124629080118694}}",2,train
1159,Vlad Hondru,696_686.mp4,The mouth is blurred.,Farceforensics++,Face2Face,"{""64"": {""x"": 0.5016666666666667, ""y"": 0.4}, ""113"": {""x"": 0.5083333333333333, ""y"": 0.4266666666666667}, ""167"": {""x"": 0.5216666666666666, ""y"": 0.4222222222222222}, ""241"": {""x"": 0.5133333333333333, ""y"": 0.44}}",2,train
1160,Vlad Hondru,607_683.mp4,"The face is not well aligned, resulting the deformations and residuals. There are artifacts on the nostrils and around the mouth.",Farceforensics++,Face2Face,"{""35"": {""x"": 0.4766666666666667, ""y"": 0.4540059347181009}, ""52"": {""x"": 0.43, ""y"": 0.44807121661721067}, ""77"": {""x"": 0.3333333333333333, ""y"": 0.3768545994065282}, ""132"": {""x"": 0.42833333333333334, ""y"": 0.7477744807121661}}",2,train
1161,Vlad Hondru,613_685.mp4,There is an artifact on the right side of the nose. Residual jaw is consistently appearing.,Farceforensics++,Face2Face,"{""32"": {""x"": 0.4166666666666667, ""y"": 0.4362017804154303}, ""119"": {""x"": 0.445, ""y"": 0.6201780415430267}, ""257"": {""x"": 0.41833333333333333, ""y"": 0.5222551928783383}, ""307"": {""x"": 0.43166666666666664, ""y"": 0.49554896142433236}, ""358"": {""x"": 0.43666666666666665, ""y"": 0.6201780415430267}}",2,train
1162,Vlad Hondru,808_829.mp4,The mouth is blurred and experiences some distortions. The mandible is deforming.,Farceforensics++,Face2Face,"{""54"": {""x"": 0.4083333333333333, ""y"": 0.486646884272997}, ""115"": {""x"": 0.4, ""y"": 0.47181008902077154}, ""141"": {""x"": 0.42, ""y"": 0.47181008902077154}, ""511"": {""x"": 0.37833333333333335, ""y"": 0.47477744807121663}, ""589"": {""x"": 0.43, ""y"": 0.5222551928783383}, ""611"": {""x"": 0.37333333333333335, ""y"": 0.5281899109792285}}",2,train
1163,Vlad Hondru,527_454.mp4,Some artifacts on the nostrils are fluctuating.,Farceforensics++,Face2Face,"{""147"": {""x"": 0.5083333333333333, ""y"": 0.3649851632047478}, ""179"": {""x"": 0.4866666666666667, ""y"": 0.36795252225519287}}",2,train
1164,Vlad Hondru,586_223.mp4,"The face does not look natural, especially around the chin. There are more than two nostrils. The mouth do not move naturally.",Farceforensics++,Face2Face,"{""32"": {""x"": 0.5016666666666667, ""y"": 0.42729970326409494}, ""82"": {""x"": 0.5033333333333333, ""y"": 0.4065281899109792}, ""140"": {""x"": 0.5166666666666667, ""y"": 0.43026706231454004}, ""263"": {""x"": 0.51, ""y"": 0.5637982195845698}, ""308"": {""x"": 0.53, ""y"": 0.5074183976261127}}",2,train
1165,Vlad Hondru,822_244.mp4,There are small deformations on the ends of the eyebrows.,Farceforensics++,Face2Face,"{""224"": {""x"": 0.49666666666666665, ""y"": 0.20771513353115728}, ""200"": {""x"": 0.5683333333333334, ""y"": 0.2433234421364985}, ""223"": {""x"": 0.49666666666666665, ""y"": 0.21068249258160238}}",3,train
1166,Vlad Hondru,942_943.mp4,"The color of the skin is unnatural, being bleached.",Farceforensics++,Face2Face,"{""32"": {""x"": 0.6583333333333333, ""y"": 0.3056379821958457}, ""49"": {""x"": 0.635, ""y"": 0.4035608308605341}, ""71"": {""x"": 0.5416666666666666, ""y"": 0.41839762611275966}}",2,train
1167,Vlad Hondru,713_726.mp4,"The nose has many artifacts, especially around the nostrils. The mouth experiences deformations and distortions, with a white anomalous region around it. The head is not well blended on the body.",Farceforensics++,Face2Face,"{""60"": {""x"": 0.5466666666666666, ""y"": 0.4035608308605341}, ""104"": {""x"": 0.5183333333333333, ""y"": 0.37388724035608306}, ""125"": {""x"": 0.505, ""y"": 0.47181008902077154}, ""159"": {""x"": 0.56, ""y"": 0.4124629080118694}, ""189"": {""x"": 0.5833333333333334, ""y"": 0.42136498516320475}, ""235"": {""x"": 0.5383333333333333, ""y"": 0.44510385756676557}, ""251"": {""x"": 0.515, ""y"": 0.5875370919881305}, ""318"": {""x"": 0.6, ""y"": 0.6023738872403561}, ""360"": {""x"": 0.5233333333333333, ""y"": 0.5578635014836796}}",2,train
1168,Vlad Hondru,588_556.mp4,"There are artifacts on the right side of the face, as well as one on the left eyelid. The mouth is blurred.",Farceforensics++,Face2Face,"{""67"": {""x"": 0.425, ""y"": 0.44508670520231214}, ""87"": {""x"": 0.4583333333333333, ""y"": 0.30346820809248554}, ""117"": {""x"": 0.4633333333333333, ""y"": 0.4884393063583815}, ""179"": {""x"": 0.485, ""y"": 0.546242774566474}, ""206"": {""x"": 0.48833333333333334, ""y"": 0.5520231213872833}, ""242"": {""x"": 0.495, ""y"": 0.6329479768786127}, ""277"": {""x"": 0.5683333333333334, ""y"": 0.33815028901734107}, ""308"": {""x"": 0.5283333333333333, ""y"": 0.34971098265895956}, ""331"": {""x"": 0.45, ""y"": 0.35260115606936415}, ""351"": {""x"": 0.4633333333333333, ""y"": 0.43352601156069365}}",1,train
1169,Vlad Hondru,766_761.mp4,There is an artifact on the left side of the nose and white noise along the right side of the face. The residual jaw is visible. Inside of the mouth is smearing.,Farceforensics++,Face2Face,"{""73"": {""x"": 0.575, ""y"": 0.3244444444444444}, ""144"": {""x"": 0.58, ""y"": 0.31555555555555553}, ""171"": {""x"": 0.49666666666666665, ""y"": 0.30444444444444446}, ""291"": {""x"": 0.5616666666666666, ""y"": 0.4177777777777778}, ""76"": {""x"": 0.5633333333333334, ""y"": 0.41555555555555557}, ""104"": {""x"": 0.5633333333333334, ""y"": 0.41555555555555557}, ""181"": {""x"": 0.5566666666666666, ""y"": 0.36666666666666664}}",2,train
1170,Vlad Hondru,839_864.mp4,"The mouth is blurred. The face is not correctly mapped to the face, with residuals being visible around.",Farceforensics++,Face2Face,"{""37"": {""x"": 0.38, ""y"": 0.44222222222222224}, ""79"": {""x"": 0.38333333333333336, ""y"": 0.44222222222222224}, ""115"": {""x"": 0.31, ""y"": 0.3422222222222222}, ""132"": {""x"": 0.30833333333333335, ""y"": 0.4688888888888889}, ""165"": {""x"": 0.36666666666666664, ""y"": 0.5266666666666666}, ""177"": {""x"": 0.40166666666666667, ""y"": 0.5222222222222223}, ""214"": {""x"": 0.3933333333333333, ""y"": 0.4111111111111111}, ""228"": {""x"": 0.40166666666666667, ""y"": 0.40444444444444444}, ""292"": {""x"": 0.3883333333333333, ""y"": 0.44222222222222224}}",2,train
1171,Vlad Hondru,622_647.mp4,The eyebrows have different sizes. The upper lip is crooked.,Farceforensics++,Face2Face,"{""47"": {""x"": 0.5083333333333333, ""y"": 0.314540059347181}, ""81"": {""x"": 0.5233333333333333, ""y"": 0.3264094955489614}, ""117"": {""x"": 0.555, ""y"": 0.18694362017804153}, ""131"": {""x"": 0.515, ""y"": 0.18991097922848665}}",3,train
1172,Vlad Hondru,625_650.mp4,The mouth is blurred. There are artifacts inside the nostrils.,Farceforensics++,Face2Face,"{""110"": {""x"": 0.5216666666666666, ""y"": 0.41555555555555557}, ""125"": {""x"": 0.505, ""y"": 0.4177777777777778}, ""179"": {""x"": 0.485, ""y"": 0.35555555555555557}, ""205"": {""x"": 0.49, ""y"": 0.35555555555555557}}",2,train
1173,Vlad Hondru,901_902.mp4,The motion of the mouth is unnatural.,Farceforensics++,Face2Face,"{""53"": {""x"": 0.5316666666666666, ""y"": 0.4421364985163205}, ""114"": {""x"": 0.5433333333333333, ""y"": 0.456973293768546}, ""257"": {""x"": 0.5533333333333333, ""y"": 0.4362017804154303}}",3,train
1174,Vlad Hondru,871_814.mp4,There are artifacts on the nostrils. The face suffers deformations.,Farceforensics++,Face2Face,"{""125"": {""x"": 0.44666666666666666, ""y"": 0.5173410404624278}, ""153"": {""x"": 0.44, ""y"": 0.5317919075144508}, ""31"": {""x"": 0.45666666666666667, ""y"": 0.6098265895953757}, ""81"": {""x"": 0.455, ""y"": 0.638728323699422}, ""239"": {""x"": 0.5983333333333334, ""y"": 0.48554913294797686}, ""263"": {""x"": 0.605, ""y"": 0.3468208092485549}}",2,train
1175,Vlad Hondru,546_621.mp4,The mouth is blurred and there is a white area around it.,Farceforensics++,Face2Face,"{""59"": {""x"": 0.5366666666666666, ""y"": 0.5838150289017341}, ""76"": {""x"": 0.49666666666666665, ""y"": 0.5838150289017341}, ""89"": {""x"": 0.4533333333333333, ""y"": 0.6069364161849711}, ""103"": {""x"": 0.52, ""y"": 0.6473988439306358}, ""124"": {""x"": 0.575, ""y"": 0.6473988439306358}, ""149"": {""x"": 0.52, ""y"": 0.6589595375722543}}",2,train
1176,Vlad Hondru,809_799.mp4,"There are artifacts on the nostrils, on the right side of the head and on the neck.",Farceforensics++,Face2Face,"{""43"": {""x"": 0.48833333333333334, ""y"": 0.4822222222222222}, ""153"": {""x"": 0.5033333333333333, ""y"": 0.4911111111111111}, ""173"": {""x"": 0.48, ""y"": 0.48}, ""230"": {""x"": 0.5633333333333334, ""y"": 0.6422222222222222}}",2,train
1177,Vlad Hondru,881_856.mp4,The details inside the mouth are missing.,Farceforensics++,Face2Face,"{""55"": {""x"": 0.5016666666666667, ""y"": 0.4083129584352078}, ""116"": {""x"": 0.48833333333333334, ""y"": 0.4058679706601467}, ""201"": {""x"": 0.49666666666666665, ""y"": 0.41075794621026895}, ""317"": {""x"": 0.5033333333333333, ""y"": 0.4156479217603912}}",2,train
1178,Vlad Hondru,558_583.mp4,Imprints of the head are visible around the face.,Farceforensics++,Face2Face,"{""66"": {""x"": 0.485, ""y"": 0.5608308605341247}, ""90"": {""x"": 0.5033333333333333, ""y"": 0.5519287833827893}, ""165"": {""x"": 0.575, ""y"": 0.3916913946587537}, ""274"": {""x"": 0.49833333333333335, ""y"": 0.5459940652818991}}",3,train
1179,Vlad Hondru,918_934.mp4,The mouth is consistently smearing.,Farceforensics++,Face2Face,"{""73"": {""x"": 0.49333333333333335, ""y"": 0.41555555555555557}, ""113"": {""x"": 0.45666666666666667, ""y"": 0.4}}",2,train
1180,Vlad Hondru,937_888.mp4,"The mouth has small distortions, while the right cheek deformed once",Farceforensics++,Face2Face,"{""66"": {""x"": 0.44, ""y"": 0.5622222222222222}, ""256"": {""x"": 0.49166666666666664, ""y"": 0.5222222222222223}}",3,train
1181,Vlad Hondru,708_772.mp4,"When talking, imprints of the double chin are seen.",Farceforensics++,Face2Face,"{""52"": {""x"": 0.41833333333333333, ""y"": 0.36795252225519287}, ""100"": {""x"": 0.445, ""y"": 0.3798219584569733}, ""185"": {""x"": 0.45166666666666666, ""y"": 0.37388724035608306}}",2,train
1182,Vlad Hondru,739_865.mp4,The lips are having some alterations. There are white artifacts above and below the mouth.,Farceforensics++,Face2Face,"{""70"": {""x"": 0.7533333333333333, ""y"": 0.5192878338278932}, ""131"": {""x"": 0.7183333333333334, ""y"": 0.41839762611275966}, ""254"": {""x"": 0.7383333333333333, ""y"": 0.5192878338278932}, ""304"": {""x"": 0.7666666666666667, ""y"": 0.43026706231454004}, ""84"": {""x"": 0.7533333333333333, ""y"": 0.4540059347181009}}",2,train
1183,Vlad Hondru,994_986.mp4,The mouth is blurred.,Farceforensics++,Face2Face,"{""76"": {""x"": 0.48833333333333334, ""y"": 0.3844444444444444}, ""134"": {""x"": 0.485, ""y"": 0.38666666666666666}, ""180"": {""x"": 0.515, ""y"": 0.39555555555555555}, ""281"": {""x"": 0.4816666666666667, ""y"": 0.3888888888888889}}",2,train
1184,Vlad Hondru,880_135.mp4,Small white noise artifacts inside the nostrils.,Farceforensics++,Face2Face,"{""25"": {""x"": 0.5683333333333334, ""y"": 0.32344213649851633}, ""51"": {""x"": 0.5516666666666666, ""y"": 0.32344213649851633}, ""87"": {""x"": 0.5566666666666666, ""y"": 0.3323442136498516}}",3,train
1185,Vlad Hondru,726_713.mp4,"There are many visual glitches on the face, especially on the mouth. There are imprints of the nose and of the jaw. The face is deformed as well.",Farceforensics++,Face2Face,"{""33"": {""x"": 0.5083333333333333, ""y"": 0.5964391691394659}, ""68"": {""x"": 0.48833333333333334, ""y"": 0.5845697329376854}, ""108"": {""x"": 0.5033333333333333, ""y"": 0.8100890207715133}, ""32"": {""x"": 0.48333333333333334, ""y"": 0.6913946587537092}, ""62"": {""x"": 0.5, ""y"": 0.6765578635014837}, ""86"": {""x"": 0.43, ""y"": 0.6824925816023739}, ""191"": {""x"": 0.5466666666666666, ""y"": 0.41839762611275966}, ""300"": {""x"": 0.44666666666666666, ""y"": 0.37091988130563797}}",2,train
1186,Vlad Hondru,593_577.mp4,The face is not well blended. Artifacts around the nose.,Farceforensics++,Face2Face,"{""71"": {""x"": 0.48333333333333334, ""y"": 0.5281899109792285}, ""131"": {""x"": 0.535, ""y"": 0.5400593471810089}, ""278"": {""x"": 0.5166666666666667, ""y"": 0.5192878338278932}, ""18"": {""x"": 0.47833333333333333, ""y"": 0.3857566765578635}}",2,train
1187,Vlad Hondru,729_727.mp4,"The face is not well blended, especially observable on the left side.",Farceforensics++,Face2Face,"{""36"": {""x"": 0.49, ""y"": 0.39555555555555555}, ""270"": {""x"": 0.5, ""y"": 0.4088888888888889}}",3,train
1188,Vlad Hondru,912_927.mp4,The inside of the mouth is smearing. There is an artifact on the nose.,Farceforensics++,Face2Face,"{""89"": {""x"": 0.54, ""y"": 0.44}, ""151"": {""x"": 0.5433333333333333, ""y"": 0.43555555555555553}, ""213"": {""x"": 0.5316666666666666, ""y"": 0.44666666666666666}, ""391"": {""x"": 0.5583333333333333, ""y"": 0.36666666666666664}}",2,train
1189,Vlad Hondru,911_910.mp4,"The mouth suffers many visual glitches, while the nostrils are unnatural.",Farceforensics++,Face2Face,"{""57"": {""x"": 0.48333333333333334, ""y"": 0.5103857566765578}, ""101"": {""x"": 0.49, ""y"": 0.5014836795252225}, ""170"": {""x"": 0.47833333333333333, ""y"": 0.486646884272997}, ""69"": {""x"": 0.5083333333333333, ""y"": 0.4362017804154303}, ""95"": {""x"": 0.4816666666666667, ""y"": 0.4391691394658754}}",2,train
1190,Vlad Hondru,820_818.mp4,The inside of the mouth is smearing.,Farceforensics++,Face2Face,"{""279"": {""x"": 0.49666666666666665, ""y"": 0.486646884272997}, ""329"": {""x"": 0.48333333333333334, ""y"": 0.4896142433234421}, ""401"": {""x"": 0.49166666666666664, ""y"": 0.4836795252225519}, ""422"": {""x"": 0.49166666666666664, ""y"": 0.49258160237388726}}",2,train
1191,Vlad Hondru,684_717.mp4,There is a thin visual glitch on the right side of the face. There are some white artifacts to the mouth right.,Farceforensics++,Face2Face,"{""35"": {""x"": 0.4166666666666667, ""y"": 0.37091988130563797}, ""83"": {""x"": 0.41333333333333333, ""y"": 0.37388724035608306}, ""114"": {""x"": 0.47833333333333333, ""y"": 0.44510385756676557}}",2,train
1192,Vlad Hondru,818_820.mp4,The lower teeth are blurred and the upper are not visible. A small bright artifact on the left side of the face.,Farceforensics++,Face2Face,"{""27"": {""x"": 0.48, ""y"": 0.4896142433234421}, ""151"": {""x"": 0.49, ""y"": 0.47774480712166173}, ""397"": {""x"": 0.5666666666666667, ""y"": 0.4658753709198813}, ""463"": {""x"": 0.565, ""y"": 0.4688427299703264}}",2,train
1193,Vlad Hondru,939_115.mp4,The mouth is blurred.,Farceforensics++,Face2Face,"{""184"": {""x"": 0.3516666666666667, ""y"": 0.4088888888888889}, ""232"": {""x"": 0.33166666666666667, ""y"": 0.41333333333333333}, ""306"": {""x"": 0.33666666666666667, ""y"": 0.41555555555555557}}",2,train
1194,Vlad Hondru,671_677.mp4,The right eyebrow is crooked. There are artifacts on the nostrils. The mouth experiences many visual glitches: blurriness and distortions. The residual face is observable.,Farceforensics++,Face2Face,"{""15"": {""x"": 0.5716666666666667, ""y"": 0.42729970326409494}, ""28"": {""x"": 0.5716666666666667, ""y"": 0.42729970326409494}, ""45"": {""x"": 0.5133333333333333, ""y"": 0.42729970326409494}, ""72"": {""x"": 0.5533333333333333, ""y"": 0.4658753709198813}, ""122"": {""x"": 0.57, ""y"": 0.43026706231454004}, ""181"": {""x"": 0.5783333333333334, ""y"": 0.4362017804154303}, ""218"": {""x"": 0.5366666666666666, ""y"": 0.6112759643916914}, ""278"": {""x"": 0.6316666666666667, ""y"": 0.5519287833827893}, ""62"": {""x"": 0.5116666666666667, ""y"": 0.19881305637982197}}",1,train
1195,Vlad Hondru,544_532.mp4,The border of the face is not well blended. Sometimes the mouth is blurred.,Farceforensics++,Face2Face,"{""35"": {""x"": 0.545, ""y"": 0.4035608308605341}, ""58"": {""x"": 0.5433333333333333, ""y"": 0.47774480712166173}, ""110"": {""x"": 0.595, ""y"": 0.41543026706231456}, ""159"": {""x"": 0.68, ""y"": 0.49258160237388726}, ""279"": {""x"": 0.6233333333333333, ""y"": 0.4540059347181009}, ""334"": {""x"": 0.625, ""y"": 0.41543026706231456}}",3,train
1196,Vlad Hondru,718_972.mp4,"There are small deformations of the face, with the outer line being blurred. There are artifacts on the nostrils.",Farceforensics++,Face2Face,"{""18"": {""x"": 0.4066666666666667, ""y"": 0.4629080118694362}, ""41"": {""x"": 0.39666666666666667, ""y"": 0.3768545994065282}, ""66"": {""x"": 0.42833333333333334, ""y"": 0.5459940652818991}, ""159"": {""x"": 0.5516666666666666, ""y"": 0.47774480712166173}, ""266"": {""x"": 0.48333333333333334, ""y"": 0.4391691394658754}, ""276"": {""x"": 0.4816666666666667, ""y"": 0.43026706231454004}, ""307"": {""x"": 0.49, ""y"": 0.4065281899109792}}",2,train
1197,Vlad Hondru,581_697.mp4,There are artifacts on the nostrils and on the left year. The eyebrows are different. The mouth is crooked and does not always open when talking.,Farceforensics++,Face2Face,"{""102"": {""x"": 0.5883333333333334, ""y"": 0.39465875370919884}, ""159"": {""x"": 0.5833333333333334, ""y"": 0.29376854599406527}, ""182"": {""x"": 0.45166666666666666, ""y"": 0.26409495548961426}, ""259"": {""x"": 0.4683333333333333, ""y"": 0.42136498516320475}, ""277"": {""x"": 0.44666666666666666, ""y"": 0.4124629080118694}, ""308"": {""x"": 0.49833333333333335, ""y"": 0.5074183976261127}, ""325"": {""x"": 0.5733333333333334, ""y"": 0.5014836795252225}, ""26"": {""x"": 0.45166666666666666, ""y"": 0.5222551928783383}}",2,train
1198,Vlad Hondru,812_821.mp4,The lips are flickering. There is an artifact on the double chin.,Farceforensics++,Face2Face,"{""101"": {""x"": 0.5233333333333333, ""y"": 0.38875305623471884}, ""183"": {""x"": 0.5116666666666667, ""y"": 0.42053789731051344}, ""288"": {""x"": 0.535, ""y"": 0.511002444987775}}",2,train
1199,Vlad Hondru,532_544.mp4,"The mouth does not move naturally, having small distortions.",Farceforensics++,Face2Face,"{""38"": {""x"": 0.5083333333333333, ""y"": 0.49851632047477745}, ""104"": {""x"": 0.5133333333333333, ""y"": 0.49554896142433236}, ""273"": {""x"": 0.5016666666666667, ""y"": 0.5044510385756676}}",2,train
1200,Vlad Hondru,705_707.mp4,The interior of the mouth is smearing.,Farceforensics++,Face2Face,"{""132"": {""x"": 0.4866666666666667, ""y"": 0.5578034682080925}, ""473"": {""x"": 0.49, ""y"": 0.569364161849711}}",3,train
1201,Vlad Hondru,623_630.mp4,The face is not well blended on the head. Mouth is occasionally blurred.,Farceforensics++,Face2Face,"{""23"": {""x"": 0.49166666666666664, ""y"": 0.40444444444444444}, ""107"": {""x"": 0.51, ""y"": 0.34}, ""238"": {""x"": 0.49833333333333335, ""y"": 0.35333333333333333}}",2,train
1202,Vlad Hondru,908_207.mp4,The face is not correctly rendered on the head.,Farceforensics++,Face2Face,"{""21"": {""x"": 0.7483333333333333, ""y"": 0.2195845697329377}, ""34"": {""x"": 0.7416666666666667, ""y"": 0.3293768545994065}, ""47"": {""x"": 0.705, ""y"": 0.34421364985163205}, ""67"": {""x"": 0.6566666666666666, ""y"": 0.2344213649851632}, ""97"": {""x"": 0.75, ""y"": 0.31750741839762614}, ""120"": {""x"": 0.7533333333333333, ""y"": 0.2403560830860534}, ""147"": {""x"": 0.675, ""y"": 0.3323442136498516}}",1,train
1203,Vlad Hondru,670_661.mp4,The mouth does not always open when talking. There is a thin visual glitch near the left temple.,Farceforensics++,Face2Face,"{""83"": {""x"": 0.5766666666666667, ""y"": 0.33111111111111113}, ""135"": {""x"": 0.5816666666666667, ""y"": 0.30444444444444446}, ""300"": {""x"": 0.525, ""y"": 0.4222222222222222}, ""327"": {""x"": 0.5133333333333333, ""y"": 0.4066666666666667}, ""427"": {""x"": 0.505, ""y"": 0.41333333333333333}}",2,train
1204,Vlad Hondru,634_660.mp4,The teeth are smearing. The shadow under the head is abnormal.,Farceforensics++,Face2Face,"{""71"": {""x"": 0.49333333333333335, ""y"": 0.41543026706231456}, ""197"": {""x"": 0.55, ""y"": 0.5281899109792285}, ""244"": {""x"": 0.55, ""y"": 0.486646884272997}, ""306"": {""x"": 0.525, ""y"": 0.41543026706231456}}",3,train
1205,Vlad Hondru,900_926.mp4,"The face is not perfectly aligned, with residuals from the source jaw still being visible. There is a green artifact on the left side of the nose.",Farceforensics++,Face2Face,"{""44"": {""x"": 0.485, ""y"": 0.5622222222222222}, ""74"": {""x"": 0.49166666666666664, ""y"": 0.5755555555555556}, ""103"": {""x"": 0.525, ""y"": 0.3977777777777778}, ""151"": {""x"": 0.52, ""y"": 0.4911111111111111}, ""171"": {""x"": 0.5, ""y"": 0.4666666666666667}, ""204"": {""x"": 0.5116666666666667, ""y"": 0.47555555555555556}}",2,train
1206,Vlad Hondru,725_724.mp4,"The face is not well rendered, as the source head is still visible behind. The mouth and nose experience glitches.",Farceforensics++,Face2Face,"{""62"": {""x"": 0.5483333333333333, ""y"": 0.6943620178041543}, ""75"": {""x"": 0.5033333333333333, ""y"": 0.6943620178041543}, ""99"": {""x"": 0.6316666666666667, ""y"": 0.8605341246290801}, ""133"": {""x"": 0.365, ""y"": 0.5459940652818991}, ""157"": {""x"": 0.39, ""y"": 0.40059347181008903}, ""214"": {""x"": 0.44166666666666665, ""y"": 0.9465875370919882}, ""231"": {""x"": 0.635, ""y"": 0.8664688427299704}}",2,train
1207,Vlad Hondru,855_801.mp4,Residual double chin is fluctuating. The nostrils are unnatural. The mouth is frequently blurred.,Farceforensics++,Face2Face,"{""122"": {""x"": 0.40166666666666667, ""y"": 0.48444444444444446}, ""164"": {""x"": 0.365, ""y"": 0.5311111111111111}, ""302"": {""x"": 0.385, ""y"": 0.4666666666666667}, ""363"": {""x"": 0.38166666666666665, ""y"": 0.5}, ""425"": {""x"": 0.385, ""y"": 0.3711111111111111}}",2,train
1208,Vlad Hondru,602_397.mp4,"There are many visual glitches on the face: some isolated hair glued on the face, artifact on the right, distortions of the mouth, deformed eyebrows.",Farceforensics++,Face2Face,"{""88"": {""x"": 0.4166666666666667, ""y"": 0.314540059347181}, ""118"": {""x"": 0.6366666666666667, ""y"": 0.47477744807121663}, ""139"": {""x"": 0.43333333333333335, ""y"": 0.47181008902077154}, ""282"": {""x"": 0.4716666666666667, ""y"": 0.5905044510385756}}",2,train
1209,Vlad Hondru,600_505.mp4,The mouth is blurred.,Farceforensics++,Face2Face,"{""65"": {""x"": 0.4633333333333333, ""y"": 0.41555555555555557}, ""94"": {""x"": 0.4716666666666667, ""y"": 0.37555555555555553}, ""147"": {""x"": 0.4816666666666667, ""y"": 0.36666666666666664}, ""193"": {""x"": 0.475, ""y"": 0.3977777777777778}, ""260"": {""x"": 0.48, ""y"": 0.3933333333333333}, ""319"": {""x"": 0.545, ""y"": 0.36444444444444446}, ""376"": {""x"": 0.47833333333333333, ""y"": 0.3844444444444444}}",2,train
1210,Vlad Hondru,688_645.mp4,The mouth suffers from many distortions.,Farceforensics++,Face2Face,"{""45"": {""x"": 0.49666666666666665, ""y"": 0.5400593471810089}, ""97"": {""x"": 0.5033333333333333, ""y"": 0.5519287833827893}, ""154"": {""x"": 0.4866666666666667, ""y"": 0.5311572700296736}}",2,train
1211,Vlad Hondru,777_745.mp4,"The nostrils look plugged. The mouth is abnormal, with the features inside missing.",Farceforensics++,Face2Face,"{""55"": {""x"": 0.47333333333333333, ""y"": 0.3688888888888889}, ""72"": {""x"": 0.5066666666666667, ""y"": 0.3844444444444444}, ""192"": {""x"": 0.47833333333333333, ""y"": 0.4688888888888889}, ""325"": {""x"": 0.5283333333333333, ""y"": 0.44}}",2,train
1212,Vlad Hondru,660_634.mp4,"There are many artifacts: on the face margins, around the mouth and on the nostrils.",Farceforensics++,Face2Face,"{""39"": {""x"": 0.5366666666666666, ""y"": 0.4362017804154303}, ""57"": {""x"": 0.4816666666666667, ""y"": 0.41839762611275966}, ""71"": {""x"": 0.5383333333333333, ""y"": 0.44510385756676557}, ""138"": {""x"": 0.5633333333333334, ""y"": 0.4124629080118694}, ""184"": {""x"": 0.5283333333333333, ""y"": 0.40059347181008903}, ""254"": {""x"": 0.615, ""y"": 0.4065281899109792}, ""295"": {""x"": 0.4766666666666667, ""y"": 0.4688427299703264}, ""316"": {""x"": 0.465, ""y"": 0.43026706231454004}, ""135"": {""x"": 0.565, ""y"": 0.35311572700296734}}",2,train
1213,Vlad Hondru,867_765.mp4,The mouth is blurred. The residual jaw is fluctuating.,Farceforensics++,Face2Face,"{""34"": {""x"": 0.335, ""y"": 0.43031784841075793}, ""58"": {""x"": 0.36833333333333335, ""y"": 0.43031784841075793}, ""121"": {""x"": 0.34833333333333333, ""y"": 0.4352078239608802}, ""170"": {""x"": 0.3283333333333333, ""y"": 0.41075794621026895}, ""268"": {""x"": 0.3516666666666667, ""y"": 0.511002444987775}, ""293"": {""x"": 0.3416666666666667, ""y"": 0.508557457212714}, ""342"": {""x"": 0.3566666666666667, ""y"": 0.508557457212714}}",2,train
1214,Vlad Hondru,642_635.mp4,The residual head is visible around the mandible on the left side. The mouth is smearing.,Farceforensics++,Face2Face,"{""86"": {""x"": 0.5866666666666667, ""y"": 0.3333333333333333}, ""101"": {""x"": 0.5666666666666667, ""y"": 0.41555555555555557}, ""117"": {""x"": 0.5316666666666666, ""y"": 0.43555555555555553}, ""140"": {""x"": 0.5866666666666667, ""y"": 0.3422222222222222}, ""244"": {""x"": 0.5383333333333333, ""y"": 0.3933333333333333}, ""281"": {""x"": 0.5266666666666666, ""y"": 0.37555555555555553}}",2,train
1215,Vlad Hondru,877_886.mp4,The left nostril is bigger than the right one.,Farceforensics++,Face2Face,"{""29"": {""x"": 0.32, ""y"": 0.22255192878338279}, ""44"": {""x"": 0.32166666666666666, ""y"": 0.22255192878338279}, ""238"": {""x"": 0.3233333333333333, ""y"": 0.2433234421364985}}",3,train
